ISIN,CompanyName,Ticker,Country,List,Industry,MarketCap,Price. Latest,Return. Act_1d,Return. Act_1w,Return. Act_1m,Return. Act_3m,Return. Act_6m,Return. Act_1y,Return. Act_3y,Return. Act_5y,P/E. Latest,P/E. Avg_1y,P/E. Avg_3y,P/S. Latest,P/S. Avg_1y,P/S. Avg_3y,P/FCF. Latest,P/FCF. Avg_1y,P/FCF. Avg_3y,TA. MA5/MA20,TA. MA20/MA70,TA. MA50/MA200,Strat. Graham,ReportDateNext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY0106241710,Oxxy Group,OXXY-ME,Norge,Merkur Market,Programvara & Internet                                          ,,30.29999924,,,0.027118618,0.044827562,0.009999975,-0.053125024,,,,,,,,,,,,0.002813101,0.002868652,0.0102005,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0003329994,Pallas,PALS B,Sverige,First North,Tjänster & Leverans                                             ,5.468249798,0.317000002,0.219230831,0.187265962,-0.119444475,0.174074039,-0.201511368,-0.467226893,-0.683000028,-0.813529432,-2.103517056,-19.21274948,-7.813447952,0.1575865,0.445081115,0.302291095,-0.841269314,13.33255005,27.4907093,-0.117544234,0.096333139,-0.025049746,1,2017-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK0060252690,Pandora,PNDORA,Denmark,Large Cap,Konsument                                                       ,75492.20313,671,0.03469545,-0.019722424,-0.013235293,-0.187651336,-0.191566259,-0.307176024,0.720071733,9.323077202,12.41650009,16.81151009,16.54187965,3.646965981,4.707026005,4.3591609,16.18268013,22.80991936,24.07084084,-0.062784791,-0.082335584,-0.099591434,2,2017-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0007100359,Pandox,PNDX B,Sverige,Large Cap,"Hotell, restaurang & nöje                                       ",23703.59961,150.5,-0.00462961,-0.022727273,0.018957367,0.032235917,0.089789964,0.139288366,,,10.03540993,9.87095356,9.612286568,5.764493942,5.478240967,5.539850235,-6.302473068,-8.636851311,-6.660192013,0.009410381,0.045965433,0.001634002,3,2017-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO0010564701,Panoro Energy,PEN,Norge,OB Match,Olja & Gas                                                      ,203.7734985,5.25,-0.015009366,-0.04021934,-0.078947335,-0.243515849,0.315789461,0.071428552,-0.841389716,-0.866751254,-0.38092339,-0.949626625,-3.548687935,4.323793888,6.329967022,4.323793888,-1.63496995,-2.894613028,-0.618042827,-0.027496397,-0.06341368,0.10073889,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0005849205,Papilly,PAPI,Sverige,First North,Programvara & Internet                                          ,18.61860085,2.099999905,0.004784685,-0.02777786,-0.041095957,-0.160000041,-0.106382981,-0.125000075,,,-1.784803987,-3.772619963,-3.54223609,1095.212036,681.897583,785.2261963,-1.138682961,4.175570011,-2.514523983,-0.035551548,-0.069719493,-0.069062591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0008294953,Paradox Interactive,PDX,Sverige,First North,Betting & Spel                                                  ,7471.200195,70.75,0.014336918,,0.048148151,0.204255313,0.432186216,,,,29.85610008,27.22126007,17.8542099,10.95915031,9.785432816,6.559267044,41.09729004,69.34307861,25.73800087,0.029804349,0.12280035,0.126713514,2,2017-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0002392886,Parans Solar,PARA,Sverige,Aktietorget,Byggprodukter                                                   ,44.82559967,3.200000048,0.006289302,-0.058823541,-0.027355596,-0.326315761,-0.401869118,-0.428571403,0.839080513,-0.210363925,-6.694561005,6.245303154,-3.922864914,8.698932648,6.310274124,5.776894093,-5.721199989,-12.19719982,-13.29827976,0.022125244,-0.12517035,-0.251867771,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK0010237643,PARKEN Sport,PARKEN,Denmark,Small Cap,"Hotell, restaurang & nöje                                       ",0.086999997,87,-0.005714286,-0.033333331,-0.074468084,0.129870132,0.159999996,0.338461518,0.12258064,0.159999996,,,,,,,,,,-0.03209877,0.085467577,0.124955654,2,2017-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0001162462,Paynova,PAY,Sverige,NGM,IT-Tjänster                                                     ,165.9850006,0.689999998,-0.041666709,0.007299263,0.053435158,-0.121019147,-0.15337424,-0.073825508,0.189655215,0.25454542,-8.07962513,-9.001706123,-9.285572052,5.184115887,5.833074093,5.406634808,-4.994284153,-5.398831844,-5.295567989,0.01377809,-0.080316365,-0.075246692,,2017-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO0010405640,PCI Biotech,PCIB,Norge,Oslo Axess,Bioteknik                                                       ,570.210022,22.89999962,0.055299483,-0.084000014,-0.324483842,-0.284375012,0.67153281,2.225352287,-0.140445277,-0.279833466,-17.71759987,-5.843843937,-9.320901871,54.43532181,19.7983799,31.66374016,-16.17801094,-5.785583019,-9.073675156,-0.070416987,-0.149762511,0.531065226,1,2017-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0000106205,Peab,PEAB B,Sverige,Large Cap,Byggnation                                                      ,29470.5,99.90000153,0.011645585,0.003515806,0.099614784,0.200721219,0.404075891,0.502255678,0.901046693,2.045731783,15.66763973,16.47830963,16.9690609,0.601966977,0.470177591,0.484312385,8.350949287,8.936941147,8.798431396,0.018016696,0.097708464,0.167250514,4,2017-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0008435051,PEN Concept,PENCON,Sverige,Aktietorget,Tjänster & Leverans                                             ,85.71366119,4.590000153,-0.05165289,-0.091089115,-0.099999949,-0.125714257,-0.222033888,,,,9180,9180,,0.693790615,0.693790615,,-3.999330997,-3.999330997,,-0.020531356,-0.030742168,-0.038006604,3,2017-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0005962206,Peptonic Medical,PMED,Sverige,Aktietorget,Bioteknik                                                       ,31.31504059,1.519999981,-0.044025186,0.767441809,0.206349194,-0.831111133,-0.754838705,-0.670282006,,,-3.010497093,-12.00349998,-11.70230007,,,,,-8.593683243,-9.092245102,0.122637272,-0.698903322,-0.727588296,1,2017-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK0060700516,Per Aarsleff,PAAL B,Denmark,Mid Cap,Byggnation                                                      ,0.156499997,156.5,0.029605262,0.009677419,-0.073964499,-0.110795453,-0.015723269,-0.120786518,0.422727287,2.717339754,,,,,,,,,,-0.075127244,0.000813007,0.001879096,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO0010199151,Petroleum Geo-Services,PGS,Norge,OBX,Olja & Gas                                                      ,6839.12207,20.34000015,0.045221023,0.01649175,-0.100000009,-0.163651288,-0.079638019,0.015476758,-0.684161544,-0.71046263,-2.329602957,-2.043091059,-2.341573,1.112239957,1.005889058,1.084226012,-4.586699009,-4.014747143,3.101802111,0.011963964,-0.122938044,-0.075813234,2,2017-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY0102630916,Petrolia,PDR,Norge,OB Standard,Olja & Gas                                                      ,93.41947937,3.430000067,,-0.047222182,0.008823521,-0.165450141,-0.163414598,-0.120512828,-0.673333347,-0.497067451,-1.13696599,-1.193341017,5.01768589,0.276209414,0.338992715,0.345663607,0.975777626,1.163931012,-1.055026054,-0.049494267,-0.017546177,-0.016374946,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0007412374,PExA,PEXA B,Sverige,Aktietorget,Sjukvård                                                        ,38.92950058,4.21999979,,-0.038724393,-0.04090916,-0.296666712,-0.451948047,-0.531111121,,,-10.30776978,-18.24374962,-20.8210907,8.539043427,16.33218956,17.21520042,-6.64893198,-10.79876995,-14.32575989,-0.011480927,-0.158450186,-0.30530107,1,2017-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0006732020,Pharmacolog,PHLOG,Sverige,Aktietorget,Läkemedel                                                       ,33.39649963,8.5,-0.039548062,-0.086021528,-0.105263159,-0.285714269,-0.401408434,0.024096362,,,-2.900825977,-4.280666828,-3.893251896,156.0583954,214.9096985,190.9790039,-3.040190935,-3.88082099,-4.442699909,-0.023306251,-0.108264863,-0.159874856,,2017-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0003359710,PharmaLundensis,PHAL,Sverige,Aktietorget,Läkemedel                                                       ,108.4980011,5.349999905,-0.009259295,-0.018348606,-0.108333349,-0.224637702,0.546242714,0.67187494,-0.331250012,0.188888878,-23.52681923,-21.99727058,-25.06357956,,,,-17.02997971,-14.34731007,-16.06520081,-0.022942007,-0.127746642,0.33853817,,2017-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0005504636,Phase Holographic,PHI,Sverige,Aktietorget,Sjukvård                                                        ,391.5111084,33.90000153,0.011940344,0.076190524,0.153061301,0.513392925,0.274436116,0.30384621,4.033856392,,-37.35536957,-35.77579117,-35.24861145,95.07312012,90.54453278,74.9151001,-29.50346947,-26.07082939,-26.46059036,0.035574317,0.21536243,0.080829255,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO0010395577,Philly Shipyard,PHLY,Norge,Oslo Axess,Produktion                                                      ,623.510498,51.5,0.004878049,-0.10043668,-0.207692295,-0.207692295,-0.356249988,-0.634751797,-0.718016803,13.25566006,1.370777965,5.530576229,5.276972771,0.201553404,0.801716685,0.524717271,0.629571974,3.286510944,9.353058815,-0.119433992,-0.017292738,-0.283970654,2,2017-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK0060668796,Photocat,PCAT,Sverige,First North,Byggprodukter                                                   ,56.07279968,23.79999924,0.043859649,-0.253918529,0.23316063,0.226804107,0.442424208,-0.167832196,,,-6.233792782,-6.612390041,-6.6576581,4.742767811,7.872345924,10.70547009,-4.203231812,-4.974386215,-5.379380226,0.037244678,0.162631392,0.056851625,1,2017-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO0010000045,Photocure,PHO,Norge,OB Match,Läkemedel                                                       ,704.1290894,32.70000076,0.072131172,-0.120967738,0.06514658,-0.130319089,-0.174242377,-0.235981271,0.308000028,-0.182499975,19.94267082,39.14859009,-7.030075073,4.90248394,5.459863186,4.78941679,21.28243065,-19.9988308,-61.93693161,-0.061439395,-0.026963294,-0.151499987,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0008294102,PiezoMotor,PIEZO,Sverige,First North,Produktion                                                      ,157.7303925,15.19999981,0.048275847,0.266666651,0.345132709,0.512437761,0.288135558,,,,-5.72893095,-1.647837043,-1.909644008,10.51185989,3.739955902,3.503952026,-6.524795055,-2.640659094,-2.174932003,0.19276619,0.067038417,-0.008514404,1,2017-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI4000092556,Pihlajalinna,PIHLIS,Finland,Mid Cap,Sjukvård                                                        ,357.4294128,17.34000015,-0.005733967,-0.036666658,0.024217356,-0.025842644,0.084427796,0.011078749,,,42.05675888,52.74979019,117.0952988,0.870717227,0.918716371,1.063819051,28.82494926,9.455053329,18.20842934,0.022891045,-0.005341291,0.02547276,,2017-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI4000123070,Piippo,PIIPPO,Finland,First North,Produktion                                                      ,8.339850426,6.449999809,0.036977496,0.036977496,0.023809461,0.031999968,0.048780441,0.162162095,,,12.83071041,20.1819191,16.42082024,0.498735189,0.499426007,0.344471008,14.99973011,15.46243,14.12738037,0.005330563,0.0031811,0.015208244,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0008966014,Pilum,PIL,Sverige,First North,Produktion                                                      ,13.22459984,3.099999905,0.016393427,0.009771978,-0.054878067,-0.746938765,-0.798701346,-0.888888836,-0.997615337,-0.999586642,-0.266836494,-1.974887967,-1.549926996,0.113089703,0.911146283,0.454445511,-8.953689575,-8.818650246,-5.787885189,-0.030418217,-0.545244932,-0.634373188,1,2017-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI0009006381,PKC Group,PKC1V,Finland,Mid Cap,Tjänster & Leverans                                             ,567.4373169,23.54999924,,,-0.002963658,0.00942989,0.625258803,0.462732852,0.116113693,0.799083173,184.5610962,37.42924881,77.41644287,0.666179717,0.528684616,0.583390772,33.8788681,58.39585114,12.22914982,,0.004742742,0.212106228,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0002209155,Playhippo,PLAY,Sverige,Aktietorget,Betting & Spel                                                  ,37.41962051,0.197999999,0.031249985,0.010204103,-0.100000001,-0.185185179,-0.074766368,-0.550000012,-0.113300472,,-6.827586174,-17.76148987,-10.88117027,5.891925812,10.58602047,6.794381142,-79.278862,-55.45109177,-78.74037933,-0.064555407,-0.10253609,-0.128786087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0003815604,PledPharma,PLED,Sverige,First North,Läkemedel                                                       ,486.6600037,10,0.041666627,0.015228387,-0.186991885,-0.312714785,-0.46808511,-0.767441869,-0.393939406,-0.188568577,-11.14826965,-26.37231064,-21.72583961,470.2029114,963.8997803,1487.416992,-11.75592041,-27.0271492,-21.29044914,-0.091585271,-0.136590362,-0.49170503,2,2017-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0008014476,Plejd,PLEJD,Sverige,Aktietorget,Elektronisk utrustning                                          ,107.408699,18.89999962,,-0.005263178,-0.015625058,0.005319169,1.392404914,1.60689652,,,-28.41678047,-21.11587906,-14.96479988,6.13834095,6.092133999,4.217539787,,-7.534383774,-3.767191887,-0.019901812,0.006204486,0.306982398,1,2017-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI0009900468,Pohjois-Karjalan,PKK1V,Finland,Small Cap,Konsumentprodukter                                              ,92.50063324,7.389999866,0.027816383,-0.002699053,0.005442172,0.035014007,0.030683374,0.188102916,-0.014666685,-0.312558144,7.520863056,22.18003082,16.05833054,1.063225985,1.084022999,0.976903975,4.625030994,-1.822623968,1.159930944,-0.015789449,-0.005997658,0.068910956,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KYG7153K1085,Polarcus,PLCS,Norge,OB Match,Olja & Gas                                                      ,4606.721191,3.00999999,11.03999996,10.57692337,11.54166794,6.921052933,9.379310608,4.375,-0.922820508,-0.937938154,-3.422787905,-0.373638391,0.060197059,2.364583969,0.976303518,1.118252993,-146.9326019,-34.58908081,-50.01789856,1.204301119,0.094117641,-0.152418256,,2017-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO0010466022,Polaris Media,POL,Norge,OB Standard,Media                                                           ,821.9735718,16.79999924,0.03703694,0.049999952,0.049999952,0.076923005,-0.101604357,-0.236363679,-0.395683467,-0.356321871,-8.203525543,-3.564615011,-5.161363125,0.541734397,0.624716222,0.589197278,11.59342003,20.78992081,16.23864937,0.005524755,-0.009554386,-0.072726011,2,2017-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0007692157,Polygiene,POLYG,Sverige,First North,Produktion                                                      ,241.0630035,11.75,0.044444446,-0.067460343,-0.142335758,-0.012605011,-0.063745037,-0.103053465,,,-49.32830048,74.99452209,-45.51755905,3.519835949,4.099678993,2.585510015,-33.15859985,-48.54735947,-19.31257057,-0.09827482,0.000859141,-0.026591241,1,2017-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0005569290,Polyplank,POLY,Sverige,First North,Produktion                                                      ,22.22858047,0.460000008,0.024498904,0.067285419,-0.019189773,-0.233333364,-0.258064508,-0.561904728,-0.975401103,-0.995987475,-3.382353067,-5.160367966,-2.422800064,0.632032394,1.339020967,0.891198218,-2.329062939,-14.21702003,-15.96804047,-0.016657829,-0.090727441,-0.193014145,,2017-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI0009005078,Ponsse 1,PON1V,Finland,Mid Cap,Produktion                                                      ,652.4000244,23.29999924,0.002581733,-0.013547909,0.068807341,0.051918723,0.034176588,0.053345311,1.147465229,2.416422129,13.88062,12.71105003,12.66924,1.205047965,1.156906009,1.112858057,34.45108032,24.79167938,26.88306999,0.005704522,0.053360105,-0.043450538,3,2017-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE0000567539,Poolia,POOL B,Sverige,Small Cap,Bemanning                                                       ,246.5567932,14.39999962,-0.020408178,-0.033557046,-0.132530168,-0.213114738,-0.127272755,0.199999958,0.151999965,0.006992967,12.20648956,14.74905014,14.26317024,0.314485699,0.288670808,0.295363307,7.852128029,22.49459076,21.57686996,-0.042361975,-0.01964134,-0.023172677,1,2017-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
