Bolagsnamn,Land,Lista,Bransch,Ticker,ISIN,Börsvärde,Aktiekurs,Utveck.  1d,Utveck.  1v,Utveck.  1m,Utveck.  3m,Utveck.  6m,Utveck.  1 år,Utveck.  3 år,Utveck.  5 år,P/E,P/E avg - 1 år,P/E avg - 3 år,P/S,P/S avg - 1 år,P/S - avg 3 år,P/FCF,P/FCF avg - 1 år,P/FCF avg - 3 år,MA(5)/MA(20),MA(20)/MA(70),MA(50)/MA(200),N. Rapport Datum,N. Rapport Dagar,Graham_Score
Savo-Solar,Sverige,First North,Energiproducenter,SAVOS,FI4000123096,29.5596,1.53,-0.01290321,0,-0.1,-0.3347826,-0.4795919,-0.6902834,,,-0.5689213,-4.500142,-2.349006,0.576178,6.461507,4.450113,-0.473305,-3.586477,-2.131033,-0.04146874,-0.1826952,-0.4021441,,,2
Savo-Solar Oyj,Finland,First North,Energiproducenter,SAVOS,FI4000123096,3.0912,0.16,0,-0.006211193,-0.1351352,-0.3277311,-0.4666667,-0.6893204,,,-0.5647723,-2.57877,-1.471259,0.5718091,3.72042,2.72047,-0.4697159,-2.116856,-1.328963,-0.03947759,-0.1844308,-0.3947303,,,2
SCA B,Sverige,Large Cap,Skog,SCA B,SE0000112724,211181.6,300.7,-0.005950373,0.01828657,0.003002083,0.09904973,0.236431,0.1847912,0.6003194,1.891346,38.60027,31.76493,30.53548,1.786027,1.567799,1.527219,27.98219,41.65458,37.63186,0.01465368,0.03768075,0.09025133,27/04/2017,,3
ScandBook,Sverige,First North,Produktion,SBOK,SE0003175660,59.761,13,0,0.07883815,-0.1065292,0.04,0,-0.0877193,0.031746,-0.06137187,22.57728,11.16989,22.03838,0.2015004,0.2187559,0.2122687,-6.795656,-6.026738,-4.79904,-0.00678426,-0.004383564,0.0092448,11/05/2017,,2
Scandi Standard,Sverige,Mid Cap,Konsumentprodukter,SCST,SE0005999760,3326.232,56,0.004484305,0.07692307,0.0821256,0.01818182,-0.01321586,-0.06276151,,,27.97622,23.8398,24.14008,0.5361431,0.5579791,0.5514044,-99.58778,-17.73703,-83.42498,0.03306937,0.004343748,-0.08136243,11/05/2017,,1
Scandic Hotels,Sverige,Mid Cap,"Hotell, restaurang & nöje",SHOT,SE0007640156,10916.41,106,-0.004694836,0,0.07070707,0.3546326,0.3460318,0.6758894,,,11.57635,13.19747,21.3258,0.8029134,0.5920914,0.5848485,11.30063,10.22402,10.66592,0.0166949,0.1313546,0.185645,10/05/2017,,1
ScandiDos,Sverige,First North,Sjukvård,SDOS,SE0005768124,135.7506,5.4,-0.03571425,-0.107438,0.01886791,0.2244899,0.1868132,-0.0181818,-0.6086956,,-9.004502,-8.274733,-7.47632,2.759832,2.695033,2.642729,-22.96187,-10.44992,-10.83424,0.005734444,0.1434315,0.08996021,,,1
Scandinavian Airport & Road,Sverige,NGM,Tjänster & Leverans,SARS MTF,SE0009320294,,3.8,-0.04761906,-0.05000001,-0.1363637,,,,,,,,,,,,,,,-0.02916563,-0.1244385,-0.01394415,,,2
Scandinavian Brake,Denmark,Small Cap,Återförsäljare,SBS,DK0060042612,,31.2,-0.02499998,-0.03405568,0.05050505,0.1555556,0.2046333,0.5000001,-0.2658823,0.1773585,,,,,,,,,,0.01607513,0.08348942,0.1302094,,,2
Scandinavian Enviro,Sverige,First North,Produktion,SES,SE0005877560,89.02305,0.765,0.006578941,0.04794516,0,0.01324502,0.03378375,-0.5973684,,,-2.42012,-2.812021,-3.37833,301.773,350.8625,346.9546,-2.70702,-3.040068,-3.553899,0.003025174,-0.000911593,-0.1173059,04/05/2017,,2
Scandinavian Tobacco,Denmark,Large Cap,Konsumentprodukter,STG,DK0060696300,12400,124,-0.01352424,0.02819238,-0.004815397,-0.02745098,0.09443951,0.2133073,,,18.44415,12.35083,6.148049,1.849283,1.219702,0.6164278,11.09918,8.50949,3.699725,0.009745479,-0.008312941,0.03369415,18/05/2017,0,3
Scanfil,Finland,Mid Cap,Elektronisk utrustning,SCL1V,FI4000029905,246.5708,3.95,0.005089053,-0.007537682,0.1126761,0.1126761,0.2042683,0.2079511,1.408537,4.997571,32.45686,687.8502,711.9229,0.4923539,0.401124,0.4637056,11.41532,16.84192,7.522247,0.0315156,0.05256009,0.02921116,27/04/2017,,1
Scanship,Norge,Oslo Axess,Tjänster & Leverans,SSHIP,NO0010708068,146.1242,1.53,0,-0.07831325,0.2439024,0.3421053,0.8214286,0.9367087,-0.4668989,,,-1.104624,1.690597,851.5395,107.375,284.5789,-10744.42,-1346.075,-3579.92,0.005408883,0.1831039,0.3197005,,,1
Scatec Solar,Norge,OB Match,Energiproducenter,SSO,NO0010715139,3668.385,38.8,0,-0.01772154,0.04582212,0.05434782,0.2556634,0.02374664,,,68.84315,112.6467,349.3715,3.236737,3.563238,3.497116,4.776549,4.457224,8.116108,-0.01154387,0.01596272,0.1046418,05/05/2017,,1
Schibsted A,Norge,OBX,Media,SCHA,NO0003028904,48741.98,215.6,0,-0.04347821,0.02813548,-0.01327228,0.1603875,-0.1521824,0.3475,1.273063,110.5301,-208.2847,90.82436,3.051906,3.563975,3.476927,-187.4692,362.2656,-33.58911,0.02928483,-0.002674758,0.002426267,12/05/2017,,1
Scibase,Sverige,First North,Sjukvård,SCIB,SE0007045414,156.5865,18.9,-0.0257732,-0.05025126,-0.03571432,-0.0257732,-0.05500002,-0.1674009,,,-2.949024,-4.030708,-4.781378,21.97705,34.58305,43.21785,-3.158068,-4.140934,-4.5887,-0.02409333,0.0208981,-0.0927484,10/05/2017,,1
SeaBird Exploration,Norge,OB Match,Olja & Gas,SBX,CY0101162119,22.3745,7.3,0,0.06569348,-0.27,-0.5165563,0.03693185,-0.3539823,-0.9960327,-0.9983023,-0.1514271,-2.396258,0.5011461,,0.08519693,0.3461889,0.6781241,1.203263,-1.951341,-0.1362882,-0.183314,-0.1707031,05/05/2017,,2
Seadrill,Norge,OBX,Olja & Gas,SDRL,BMG7945E1057,2597.887,5.15,0,-0.002904137,-0.2642857,-0.6797264,-0.73778,-0.831479,-0.9754412,-0.976387,-2.230983,-5.261734,-1.670463,0.09644485,1.100319,1.106714,0.2021387,4.587926,3.234837,-0.06496078,-0.4677249,-0.5456383,,,3
Sealwacs,Sverige,Aktietorget,Produktion,SEAL,SE0006261038,23.0325,7.5,0,0.1811024,0.07142857,0.04166669,-0.4047619,1.148997,,,-9.158628,-14.58375,-21.21007,,,,-9.661283,-15.34431,-17.61495,0.07207537,-0.02329695,-0.1916344,,,1
Seamless Distribution,Sverige,Small Cap,Kommunikation,SEAM,SE0000857369,390.7873,6.65,0.007575787,0.1083333,-0.08275861,0.1176471,0,-0.273224,-0.7934783,-0.5413793,-4.513371,-4.79833,-4.625643,1.401153,1.60526,1.610616,-5.148305,-4.538847,-4.371202,-0.01851851,0.006434441,-0.03357053,25/04/2017,,
SeaTwirl,Sverige,First North,Energiproducenter,STW,SE0009242175,,20,0.01010105,0.1173185,0.3377927,-0.122807,,,,,,,,,,,,,,0.1426839,-0.1048437,-0.2177038,05/04/2017,,2
SECITS Holding,Sverige,First North,IT-Tjänster,SECI,SE0009664436,,13.3,-0.07958475,,,,,,,,,,,,,,,,,,,,,,2
Sectra,Sverige,Mid Cap,Sjukvård,SECT B,SE0008613970,6659.875,176.5,0,-0.04851752,0.09287926,0.1498371,0.3843137,0.5936795,1.179012,4.058785,48.52501,42.98048,40.11114,5.955335,5.095695,4.897621,41.20623,52.8288,103.4783,0.04745269,0.05974126,0.1107843,,,2
Securitas,Sverige,Large Cap,Tjänster & Leverans,SECU B,SE0000163594,50998.74,139.7,-0.003566334,0.01231882,-0.02307694,0.05593344,0.04175981,0.1167066,0.8639093,1.717899,18.97995,17.94012,18.00225,0.5664098,0.544605,0.5396138,41.9881,-8.982244,12.29249,-0.01769972,0.02248573,-0.00226301,03/05/2017,,3
Semafo,Sverige,Mid Cap,Gruv & Metall,SMF,CA8169221089,6018.886,19.09,-0.003653429,-0.02152743,-0.3301754,-0.4158507,-0.3875521,-0.4963061,-0.1462433,-0.3451115,39.07082,32.93453,34.92676,2.229637,3.344318,2.921336,39.16694,21.55864,17.05786,-0.03184658,-0.2337498,-0.2213122,,,3
Semcon,Sverige,Small Cap,Tjänster & Leverans,SEMC,SE0000379497,1172.817,64.75,0,0,0.1163793,0.09282701,0.4649321,0.6731266,-0.075,0.4137555,-33.99485,-3.550202,66.8147,0.7495474,0.4450104,0.5134383,4.723386,-956.3244,-1401.579,0.01369858,0.08053409,0.1672407,26/04/2017,,1
SensoDetect,Sverige,Aktietorget,Sjukvård,SDET,SE0003037456,29.9264,1.67,-0.005952375,-0.04571431,0.01829267,-0.2443439,-0.1565657,0.1517241,-0.8481818,-0.9240602,-3.659873,-4.736282,-5.513159,282.3245,234.6967,216.4555,-3.728217,-4.71664,-5.232435,0.007244349,-0.09929156,-0.07188475,,,1
Sensori,Sverige,NGM,Sjukvård,SORI MTF,SE0007730510,98.352,9.6,-0.02538071,-0.02040814,-0.03999996,-0.1272727,-0.2195122,-0.1351351,-0.5534884,-0.4495413,-10.96391,-27.10226,-26.52186,97.37822,33.9257,34.81001,-1.085623,1.366079,3.501284,-0.02778476,-0.05274034,-0.1098733,,,1
Sensys Gatso,Sverige,Mid Cap,Elektronisk utrustning,SENS,SE0000567729,614.4399,0.935,-0.1095238,-0.1095238,-0.15,-0.3125,-0.4862637,-0.5862832,-0.2008547,2.74,-34.24908,-466.1595,-19.36971,1.790279,3.731799,3.509825,10.19225,-44.83363,44.3401,-0.02230567,-0.0793342,-0.2952068,18/05/2017,0,
Senzime,Sverige,Aktietorget,Sjukvård,SEZI,SE0002478776,173.7437,6.25,0.06837609,0,-0.07407407,0,0.2677485,0.2254902,-0.1270218,0.3476216,-18.46381,-12.78311,-13.30641,106.7222,350.3174,255.2886,-10.01232,-8.442707,-9.085649,-0.0872587,0.009690404,0.08252966,,,2
Serneke,Sverige,Mid Cap,Byggnation,SRNKE B,SE0007278841,2711.709,118.25,-0.008385744,0.0372807,0.1103286,0.1370192,,,,,6.277106,2.735623,3.647497,0.6142036,0.269071,0.3587613,,-11.78304,-5.891522,0.06732607,0.04593241,0.008309245,03/05/2017,,3
Serodus,Norge,Oslo Axess,Läkemedel,SER,NO0010549801,74.0439,2.3,0,0,0,0,0.8110237,0.5333333,-0.2293,,-2.582529,-2.582529,,249.3061,249.3061,,-2.917756,-2.917756,,,0.00217855,0.2526209,,,3
Serstech,Sverige,First North,Elektronisk utrustning,SERT,SE0005365095,160.2975,3.75,-0.025974,-0.025974,-0.04822336,-0.3303571,-0.3902439,3.360465,-0.375,,-35.17824,-21.97482,-24.57168,5.901101,7.495865,6.221267,-9.709116,-9.629153,-8.253902,-0.00891453,-0.1381069,-0.2311023,08/05/2017,,1
Sevan Drilling,Norge,OB Match,Olja & Gas,SEVDR,BMG8070J1099,89.193,3,0,-0.05660379,-0.1643454,-0.3478261,0.08695653,0.2396694,-0.9503311,-0.975948,-0.1134988,-0.7179492,-0.7874249,,0.1887231,0.3092776,0.0947521,4.614797,-1.897096,-0.03883642,-0.2129537,0.08204985,,,1
Sevan Marine,Norge,OB Match,Olja & Gas,SEVAN,NO0010187032,747.0194,14.2,0,0,-0.07189545,-0.08974362,-0.1647059,-0.3515982,-0.4365079,0.1784232,-3.724004,-10.34192,-6.936786,6.277474,2.090274,3.085063,-8.532489,-21.30964,-33.18281,-0.01967549,-0.05247176,-0.1080284,,,1
ShaMaran,Sverige,First North,Olja & Gas,SNM,CA8193201024,1608.18,0.745,-0.02614377,0.09558823,0.07971016,0.1203007,0.3925233,0.1374046,-0.676087,-0.5162337,-20.52342,-8.296889,-10.96679,,,,-3.994361,-2.61012,-2.774174,0.07158351,0.02282095,0.08084488,,,2
Shortcut Media,Sverige,Aktietorget,Media,SMG,SE0008347462,54.8216,6.95,0.007246335,0.01459853,-0.07333336,-0.007142884,-0.02797207,,,,52.02096,0.5608788,30.3735,1.040317,1.361486,0.7519369,,-3.70197,-1.850985,-0.04986143,0.02588046,0.008532286,05/05/2017,,1
Siem Offshore,Norge,OB Standard,Olja & Gas,SIOFF,KYG813131011,1726.143,2.05,0,0,-0.04205615,-0.08888891,0.08465607,0.1781609,-0.761628,-0.8028846,-2.340183,-1.854237,-2.008318,0.399478,0.4270375,0.4639778,-0.5726966,-0.8247747,4.145591,-0.03018773,-0.03566051,0.06276488,08/05/2017,,1
Siem Shipping,Norge,OB Standard,Tjänster & Leverans,SSI,KYG813241083,612.6633,67.75,0,0,0,0,-0.04577465,-0.2472222,0.05447471,0.5055556,10.13933,7.365543,53.17719,0.3802049,0.3682245,0.3831052,-2.321863,-11.01072,-8.421437,,,-0.07245785,,,2
Siili Solutions,Finland,Small Cap,IT-Tjänster,SIILI,FI4000043435,73.53834,10.63,-0.005612673,-0.001877888,0.1015545,0.2838165,0.3387909,0.3805195,1.6575,,23.12881,16.35988,16.86013,1.517412,0.9870848,1.045209,21.57182,83.00901,169.9641,0.02319777,0.09124602,0.1563512,,,1
Silkeborg IF,Denmark,Small Cap,"Hotell, restaurang & nöje",SIF,DK0010128008,,12.6,0.00800003,0.00800003,0.00800003,0.02439026,0.4318182,1.191304,,,,,,,,,,,,0.02371228,0.02001667,0.237746,,,2
SimCorp,Denmark,Large Cap,IT-Tjänster,SIM,DK0060495240,0.4057,405.7,-0.0673563,-0.08626124,-0.05453273,0.1450749,0.1769655,0.2312595,0.9790244,3.270526,,,,,,,,,,-0.005108297,0.06757247,0.138626,17/05/2017,,2
Simris Alg,Sverige,First North,Livsmedel,SIMRIS B,SE0008091664,154.85,16.3,0.02515721,-0.03550298,-0.05232567,0,-0.06857147,0.03164551,,,-7.678538,-9.334749,-5.53015,199.036,149.6538,141.9703,-4.714425,-4.70532,-3.251196,-0.05609971,0.008682489,-0.07284397,,,1
Sino Agro Food,Norge,Merkur Market,Konsumentprodukter,SIAF-ME,US8293552050,567.15,28.5,0,0.03636364,-0.1257668,0.01785714,-0.06557377,-0.3082525,,,1.064521,1.691185,0.3548404,0.154349,0.2076695,0.05144966,30.52492,3.418764,10.17497,-0.07512522,-0.007667899,-0.1209503,,,3
SinterCast,Sverige,Small Cap,Produktion,SINT,SE0000950982,570.745,80.5,-0.00617284,0.01577287,-0.01529052,0.00625,0.03870968,-0.06666666,-0.03880597,0.5333333,22.73947,22.07314,23.28041,7.797063,8.109335,8.117849,24.28702,31.0947,28.26446,,0.01033032,-0.03045809,26/04/2017,,1
Sivers IMA,Sverige,Aktietorget,Elektronisk utrustning,SIVE,SE0003917798,158.7517,3.79,0.03835613,0.03551909,-0.1082353,-0.3576272,0.06760564,0.199367,-0.6031538,,-5.824497,-8.319687,-10.05567,4.190137,6.628332,6.072123,-3.568417,-5.431168,-7.959734,-0.06262523,-0.2492006,0.1094272,08/05/2017,,1
SJR,Sverige,First North,Bemanning,SJR B,SE0008406151,439.95,41.9,0.002392399,0.03456794,0.02444988,0.02948405,0.138587,0.2476439,0.6816032,1.103762,15.17072,13.66549,13.97095,1.234081,1.117809,1.139069,13.0549,13.96111,12.9924,0.005847931,0.02216685,0.05148113,16/05/2017,,4
Sjöstrand Coffee,Sverige,Aktietorget,Konsument,SCC B,SE0007897764,17.90655,2.85,0,-0.0306123,-0.08945693,0.07954537,-0.1786744,-0.7,,,-5.0514,-5.0514,,5.142605,5.142605,,-5.416379,-5.416379,,0.001894951,0.02499735,-0.2010891,28/04/2017,,2
SKAKO,Denmark,Small Cap,Byggprodukter,SKAKO,DK0010231877,0.0745,74.5,0,-0.006666667,-0.01324503,-0.1485714,-0.2904762,0.192,1.641844,1.442623,,,,,,,,,,-0.01777482,-0.060274,-0.09697151,,,2
Skanska,Sverige,Large Cap,Byggnation,SKA B,SE0000113250,85921.22,209.4,-0.02240898,-0.02965713,0.009156597,-0.03413288,0.01601158,0.1931624,0.3695226,1.15543,12.44695,12.43617,13.67635,0.5782981,0.5109036,0.5261038,26.07624,4.30046,1.926519,0.007288337,,0.02169108,05/05/2017,,6
SKF B,Sverige,Large Cap,Produktion,SKF B,SE0000108227,81553.37,179.1,-0.01916758,-0.05587765,0.01473091,0.06925377,0.1172801,0.2101352,0.04370629,0.24375,18.9572,19.97082,19.1287,1.092286,0.9770024,1.038953,11.21625,9.069351,10.98645,-0.02616322,0.04763138,0.1054243,27/04/2017,,4
SkiStar,Sverige,Mid Cap,"Hotell, restaurang & nöje",SKIS B,SE0000241614,8503.796,217,-0.006864989,0.04076739,0.2329545,0.3605016,0.4418605,0.954955,1.538012,1.782051,23.7691,18.86813,19.52462,3.943431,2.956623,2.959576,28.23334,21.07274,20.18824,0.1026229,0.1532073,0.1339762,,,4
Skåne-möllan,Sverige,First North,Livsmedel,SKMO,SE0000476228,433.4,394,0,-0.03785104,0.06486487,-0.003792667,0.0368421,0.01025641,0.3133333,-0.04600484,40.50497,55.26127,44.02606,2.675309,2.600162,2.518819,39.04504,56.25851,52.05466,0.01426148,0.01012671,-0.01114106,20/04/2017,,3
Skånska Energi,Sverige,First North,Energiproducenter,SEAB B,SE0004051969,455.235,55,0,0.02803738,0.06796116,-0.05172414,-0.04347826,0.122449,-0.140625,-0.2948718,-18.2252,12.48498,9.792447,1.60368,1.516422,1.568262,70.60096,-24.121,54.64863,0.01931226,-0.01524085,-0.03707415,19/05/2017,1,1
Sleepo,Sverige,Aktietorget,Konsument,SLEEP,SE0007691761,14.78855,2.35,0,-0.004237284,0.017316,-0.0524194,0.1463414,-0.3047338,,,-2.591816,,,0.3467014,,,-3.33752,,,0.007249475,-0.02076,0.000884175,30/04/2017,,3
Smart Eye,Sverige,First North,Elektronisk utrustning,SEYE,SE0009268279,,48.7,-0.02208832,0.00205766,-0.04509802,-0.2081301,,,,,,,,,,,,,,-0.02685153,-0.06033879,-0.07444179,,,2
Softronic,Sverige,Small Cap,IT-Tjänster,SOF B,SE0000323305,478.9603,9.1,-0.0108695,-0.05208333,0.022472,0.03409093,0.1666667,0.1375,0.263889,0.433071,12.21969,13.52388,12.72435,0.7680569,0.7059124,0.7028127,7.851808,10.18952,11.07193,-0.01043373,0.03248012,0.07083845,10/05/2017,,4
Solar,Denmark,Mid Cap,Byggprodukter,SOLAR B,DK0010274844,0.378,378,-0.03816794,-0.04785894,-0.03076923,-0.01305483,0.06478873,0.1666667,-0.106383,0.3820841,,,,,,,,,,-0.01038766,0.01480198,0.04457736,03/05/2017,,2
Solon Eiendom,Norge,OB Match,Läkemedel,BIONOR,NO0003106700,130954.4,20.6,0,-0.02369668,-0.08444443,157.4615,102,28.42857,7.24,4.103305,4904.762,606.3286,1629.178,189.3782,3133.457,2324.683,1676.732,202.163,552.6697,-0.03387469,0.9367303,2.825693,,,2
Solstad Offshore A,Norge,OB Standard,Tjänster & Leverans,SOFF,NO0003080608,537.4097,11.75,0,0.008583724,0,-0.1098485,-0.09615385,-0.1546762,-0.8926941,-0.8816121,-0.6198467,-4.633941,7.346613,0.2080001,0.4517948,0.5445392,-0.2025706,0.3145407,-0.6133693,-0.01489407,-0.03619087,-0.09388792,10/05/2017,,2
SolTech Energy,Sverige,First North,Energiproducenter,SOLT,SE0005392537,404.1874,13.1,-0.01132073,-0.007575714,0,-0.06428569,-0.0296296,-0.3514851,,,-22.74306,-20.49757,-12.05974,8.10011,8.619218,4.169704,-3.617569,-8.65554,-3.817541,0.003816724,-0.05239224,-0.04898721,,,1
Solteq,Finland,Small Cap,IT-Tjänster,STQ1V,FI0009007991,29.18872,1.64,0.006134964,0,0.006134964,-0.02958584,-0.01204818,-0.0238095,0.1156462,0.5922331,-482.3529,-115.1323,-62.35982,0.4624542,0.448585,0.4863168,-17.55185,-3.720159,-5.335083,-0.002132177,-0.001173496,-0.01733267,20/04/2017,,1
Solvang,Norge,OB Standard,Tjänster & Leverans,SOLV,NO0003390007,660.15,27,0,-0.01818182,-0.04929576,0.03846154,0.0887097,-0.01818182,0.2217194,0.4210526,6.210323,4.757081,5.316097,,,,8.409554,17.6679,25.22996,0.005895376,-0.01129329,0.06812012,15/05/2017,,3
Sonetel,Sverige,First North,Telekommunikationstjänster,SONE,SE0009580517,80.904,24,-0.01639343,-0.02040816,-0.09433962,,,,,,-83.68201,-27.894,-27.894,6.46353,2.15451,2.15451,-41.44672,-41.44672,-41.44672,-0.02024615,-0.01134908,,,,
Songa Offshore,Norge,OB Match,Olja & Gas,SONG,CY0100962113,2362.818,30.2,0,0.006666692,0.003322272,-0.05918996,0.5100001,-0.02580643,-0.8767347,-0.9761173,-5.968026,-4.404113,-5.277096,0.3712911,0.3668545,0.4010075,-1.006589,-0.4302746,-1.476315,0.006477356,-0.02518731,0.1185853,12/05/2017,,2
Soprano,Finland,Small Cap,IT-Tjänster,SOPRA,FI0009012793,9.8989,0.55,0.009174303,0.0185185,0.3285024,0.2790698,0.6129033,0.5669516,-0.5338983,0.03773593,22.72727,-20.5176,-3.794647,0.5921457,0.6018479,0.6956733,9.089899,1.01681,-7.553152,0.007260323,0.1813966,0.1614615,,,
Sotkamo Silver,Sverige,NGM,Gruv & Metall,SOSI,SE0001057910,465.4997,4.51,-0.01956515,0.002222273,-0.05052627,-0.1156862,0.4272152,-0.07959181,-0.3986667,-0.6462745,-36.93694,-33.0985,-29.22556,9499.993,5040.472,5844.125,-26.30982,-23.63758,-19.49346,-0.03801256,-0.02998787,0.2077134,10/05/2017,,1
Sotkamo Silver Oyj,Finland,Small Cap,Gruv & Metall,SOSI,SE0001057910,48.09819,0.466,-0.006396633,0.01084598,-0.04897963,-0.1527273,0.4294478,-0.1752212,-0.4934783,,-36.69291,-33.11437,-29.47809,9431.018,5053.137,5946.689,-26.40002,-23.4484,-19.74129,-0.03164428,-0.04430449,0.2003666,,,1
SP Group,Denmark,Small Cap,Produktion,SPG,DK0010244771,0.92,920,-0.01287554,0.006564551,0.2217796,0.3391557,0.3430657,1.311558,2.222417,7.363636,,,,,,,,,,0.01296163,0.2178007,0.1335273,24/04/2017,,2
Spago Nanomedical,Sverige,Aktietorget,Bioteknik,SPAG,SE0004899474,99.3531,11.55,-0.06477734,-0.02941172,-0.1476015,-0.125,-0.1149425,-0.4225,0.02666668,,-13.61868,-16.97797,-15.95725,8.68623,12.81312,11.91587,-5.547044,-7.473953,-7.314332,-0.04724252,-0.03617114,-0.03684092,26/04/2017,,2
SpectraCure,Sverige,Aktietorget,Läkemedel,SPEC,SE0007158118,58.85464,1.04,-0.08771931,-0.147541,-0.1875,-0.1811024,0.136612,-0.4022989,,,-9.244445,-11.09171,-7.447774,17.07912,39.17424,29.58965,-2.537713,-13.63299,-3.39415,-0.05493593,-0.03545815,-0.1063445,,,1
Spectrum,Norge,OB Match,Olja & Gas,SPU,NO0010429145,1982.958,37.1,0,0.01923068,0.002702662,-0.09068629,0.6130434,0.3490908,-0.2284561,0.3663315,-14.1695,-8.377609,-14.75575,2.452522,1.925631,2.022105,96.9325,43.79782,37.1078,-0.01096547,-0.01929706,0.2003188,27/04/2017,,1
SpiffX,Sverige,First North,Betting & Spel,SPIFFX,SE0006913497,30.45504,1.28,-0.04477616,0.007874008,-0.04477616,-0.3191489,-0.6037152,-0.7773913,,,-2.525153,-4.318264,-3.916641,21.94167,29.18413,27.47292,-1.47375,-3.954833,-3.322532,0.02543712,-0.141799,-0.4858149,18/05/2017,0,1
Spintso International,Sverige,NGM,Elektronisk utrustning,SPIN MTF,SE0009190572,,2.07,-0.03271036,-0.03271036,-0.06756761,,,,,,,,,,,,,,,0.007344127,-0.08765477,-0.008935094,,,2
Sportamore,Sverige,Small Cap,Återförsäljare,SPOR,SE0004777241,920.0773,107.75,0.009367682,0.002325581,-0.04856512,0.2827381,0.5122807,1.19898,1.033019,,22.22704,1.315982,8.32648,1.248873,0.8094646,0.8589882,20.6615,3.737084,13.47328,-0.002108216,0.004639506,0.3761976,20/04/2017,,1
Sprint Bioscience,Sverige,First North,Läkemedel,SPRINT,SE0006343745,197.1112,28.6,-0.0103806,0.02877702,-0.07741934,-0.07741934,-0.2033426,-0.5068966,,,23.35075,-29.08375,25.51511,3.670805,7.190044,10.64721,-47.06571,-184.7156,-88.6087,0.00105226,-0.05210412,-0.1101424,17/05/2017,,
SRV Yhtiöt,Finland,Mid Cap,Byggnation,SRV1V,FI0009015309,269.9287,4.55,-0.008714588,-0.0108695,-0.002192928,-0.02569591,-0.04411765,0.4000001,0.1607143,0.1666667,10.79734,20.27167,13.93956,0.2792559,0.2713308,0.2721303,-8.254702,-8.969153,-10.64373,-0.01609981,0.01360142,-0.0196923,27/04/2017,,4
SSAB A,Sverige,Large Cap,Gruv & Metall,SSAB A,SE0000171100,36877.14,35.81,-0.02610821,-0.03994633,0.04554749,-0.03814124,0.08285461,0.1687337,-0.3809853,-0.3966301,23.47427,35.38718,3.688716,0.6344017,0.4997012,0.4867047,13.13756,13.06952,11.72351,-0.02603602,0.02122748,0.1098169,21/04/2017,,2
SSAB B Oyj,Finland,Large Cap,Gruv & Metall,SSAB B,SE0000120669,3081.162,2.992,-0.02540711,-0.04347824,-0.002666632,-0.08613311,0.05874031,0.1282052,,,19.29078,44.35784,3.257085,0.5342453,0.4293283,0.4133387,10.79371,11.05468,9.882097,-0.03641456,-0.001790822,0.1137596,,,2
SSBV-Rovsing,Denmark,Small Cap,Programvara & Internet,ROV,DK0060400398,,0.271,-0.03214287,0.003703656,0.084,0.7261146,0.7828947,0.9357142,0.5941176,-0.2428053,,,,,,,,,,0.06322277,0.1283166,0.4145179,,,2
SSH Communications,Finland,Small Cap,Kommunikation,SSH1V,FI0009008270,73.0921,2.33,-0.008510631,0.165,0.08372085,0.05909085,0.1201923,-0.3323782,-0.2207358,3.854167,-7.097167,-12.39867,-17.04965,4.71562,6.506257,6.157797,-7.944794,-13.33311,-25.63254,0.09082103,-0.04218584,-0.1511234,20/04/2017,,
SSM Holding,Sverige,Mid Cap,Byggnation,SSM,SE0009663511,2168.673,55.25,-0.03070175,-0.03913043,-0.04741379,,,,,,14.9859,1.873237,4.995298,3.336928,0.417116,1.112309,-9.2958,-1.161975,-3.0986,-0.01131421,-0.003036857,,,,1
Star Vault,Sverige,Aktietorget,Betting & Spel,STVA B,SE0002149369,18.76672,0.28,0,-0.01060067,0.07692312,-0.09385109,-0.1437309,-0.1277259,-0.3777778,1,254.5455,66.37762,55.37339,8.378,14.04597,12.85079,-24.0599,6.514899,-38.56153,-0.007440746,0.00824976,-0.119063,19/05/2017,1,1
Starbreeze B,Sverige,First North,Betting & Spel,STAR B,SE0005992831,4236.249,15.3,0.04081636,-0.01290321,-0.05555559,-0.1593407,-0.25,-0.1684782,2.702539,37.25957,199.7389,139.4337,117.6989,7.56673,9.744225,8.576187,-11.27682,-15.22978,-17.65472,-0.0686661,-0.02038968,-0.1759893,11/05/2017,,1
Statoil,Norge,OBX,Olja & Gas,STL,NO0010096985,497049.6,153.6,0,0.01185773,0.02811253,0.04418763,0.09246088,0.135255,-0.1442897,0.07487763,-24.88537,-30.38245,-17.86521,1.156979,1.056801,1.049671,70.43795,26.54869,-12.20693,0.04606116,-0.008222997,0.01630402,04/05/2017,,2
Stille,Sverige,First North,Sjukvård,STIL,SE0000998650,292.094,60.5,-0.0122449,0.008333333,-0.05098039,0.2763713,0.2710085,1.122807,2.78125,6.245508,17.41458,11.18162,11.15794,2.81065,1.809152,1.761862,18.52918,11.10038,10.72481,0.01346803,0.09680832,0.2309525,18/05/2017,0,1
Stillfront,Sverige,First North,Betting & Spel,SF,SE0007704788,462.1867,77.25,-0.034375,0.04745763,0.01980198,-0.1626016,0.4045454,0.1155235,,,32.34383,-21.91222,5.722632,3.499373,4.221247,4.224279,-15.05789,-0.36304,8.327283,0.0405854,-0.07495493,0.103652,16/05/2017,,1
